,Date,Unnamed: 0,Unnamed: 1,open,close,high,low,Money,Factor,mean_candle,label,action,%body,%upper-shadow,%lower-shadow,MA,trend,open_norm,high_norm,low_norm,close_norm,alpha_001,alpha_002,alpha_003,alpha_004,alpha_005,alpha_006,alpha_007,alpha_008,alpha_009,alpha_010,alpha_011,alpha_012,alpha_013,alpha_014,alpha_015,alpha_016,alpha_017,alpha_018,alpha_019,alpha_020,alpha_021,alpha_022,alpha_023,alpha_024,alpha_025,alpha_026,alpha_027,alpha_028,alpha_029,alpha_030,alpha_031,alpha_032,alpha_033,alpha_034,alpha_035,alpha_036,alpha_037,alpha_038,alpha_039,alpha_040,alpha_041,alpha_042,alpha_043,alpha_044,alpha_045,alpha_046,alpha_047,alpha_048,alpha_049,alpha_050,alpha_051,alpha_052,alpha_053,alpha_054,alpha_055,alpha_056,alpha_057,alpha_058,alpha_059,alpha_060,alpha_061,alpha_062,alpha_063,alpha_064,alpha_065,alpha_066,alpha_067,alpha_068,alpha_069,alpha_070,alpha_071,alpha_072,alpha_073,alpha_074,alpha_075,alpha_076,alpha_077,alpha_078,alpha_079,alpha_080,alpha_081,alpha_082,alpha_083,alpha_084,alpha_085,alpha_086,alpha_087,alpha_088,alpha_089,alpha_090,alpha_091,alpha_092,alpha_093,alpha_094,alpha_095,alpha_096,alpha_097,alpha_098,alpha_099,alpha_100,alpha_101
1454,2013-09-06,600519.XSHG,1454,103.47,103.59,104.02,103.24,567391488.0,5.153,103.59,[],None,0.1538461538461594,0.551282051282041,0.2948717948717995,116.183,0,0.022439077485986,0.0217737346078665,0.0236977780879517,0.0223906705539358,-0.04904863,0.66739234,0.0,-0.55555556,-0.00036365,0.44189136,-1.0,-0.00042283,-0.01,0.53234672,0.09094574,0.01,-0.15623679,0.30754892,0.0,-0.12790698,-0.00916249,-0.99830867,1.03171247,-7.026e-05,-1.0,-1.37569766,0.0,-0.01,0.29217759,0.1767767,1.0,-0.00034594,1.6,0.15631331,0.99534884,0.01727568,0.63340381,0.82832981,0.29754639,3.89135738,0.62832981,-0.02723545,-0.29097345,0.45909758,0.16545593,0.14038055,0.175,-0.81160405,0.0,1.0,-9.695e-05,0.0,1.0,0.0,1.0,0.26040592,0.66929452,-0.44863098,0.77656019,-0.47632234,-0.4281481,0.0,0.0,-0.00037606,0.0,0.0,0.0,0.0,0.0,-0.83375814,0.0,0.0,0.0,0.0,0.5,0.27061311,-0.375,0.0,0.0,0.0,0.06276687,0.0,0.0,0.0,0.0,0.0,-0.2288742,9.71355908,0.23515622,-1.0,0.0,0.39408034,0.0,0.0,0.0,0.0,0.0,-0.33092861,1.0,0.0,0.0,0.0,0.0,0.0,0.15915119
1455,2013-09-09,600519.XSHG,1455,104.09,104.06,104.45,103.32,1042258752.0,5.153,104.06,['doji'],None,0.0265486725663724,0.3185840707964569,0.6548672566371706,115.24,0,0.022698633979294,0.0219510585828927,0.0237326726627177,0.0225864223240316,-0.23135593,0.79798236,0.0,-0.55555556,-0.00041762,0.36233729,0.88333333,-0.67627119,-0.67,0.03644068,0.012658,-0.67,-0.17097458,0.12881398,0.0,-0.1404661,-0.01034368,-0.95423729,1.02118644,-0.92010299,1.0,-1.54459765,0.0,-0.68,0.03220339,0.0,1.0,-0.00019006,1.39745763,0.15571664,0.98728814,0.01286162,0.68644068,0.26016949,0.16748047,3.35378393,1.13262712,-0.02554438,-0.36996373,0.37255435,0.23654348,0.01483051,0.3,-0.80711788,0.0,1.0,-0.00156791,0.0,1.0,0.0,1.0,0.08454237,-0.00642015,-0.6535203,0.14626089,-0.90330455,-2.00261743,0.0,0.0,-0.00093539,0.0,-1.0,0.0,0.0,-1.0,-0.66709311,0.0,0.0,0.0,0.0,0.75,0.73179067,-0.1875,0.0,0.0,0.0,0.13729683,0.0,0.0,0.0,0.0,0.0,-8.2474658,2.3509528,0.64171816,-1.0,0.0,0.39216102,0.0,0.0,0.0,0.0,0.0,-0.47288136,0.0,0.0,0.0,0.0,-1.0,0.0,-0.03046923
1456,2013-09-10,600519.XSHG,1456,103.95,104.52,104.7,103.46,816720640.0,5.153,104.52,[],None,0.4596774193548298,0.145161290322585,0.395161290322585,114.2635,0,0.0226400244485471,0.0220541539172103,0.0237937381685582,0.0227780091628488,-0.4559322,0.46220639,0.0,-0.55555556,-0.00042122,0.23950901,0.86666667,-0.83601695,-0.67,0.02838983,0.00439798,0.67,-0.20021186,0.14411135,0.0,-0.1625,-0.01270339,-0.99152542,1.01567797,-0.00367194,1.0,-1.52040066,0.0,-1.35,0.05381356,-0.47673129,1.0,-0.00086155,1.8720339,0.04357052,0.04322034,0.00865005,0.51483051,0.51885593,0.17138672,3.51951606,0.38220339,-0.06964971,-0.24186907,0.25122081,-0.00696533,0.00635593,0.15,-0.87789934,0.0,1.0,-0.70890411,0.0,1.0,0.0,1.0,-0.01016949,-6.70995671,-0.83266913,0.10342226,-0.00323327,-2.82985069,0.0,0.0,-0.00110698,0.0,-1.0,0.0,-1.0,-1.0,-1.00042608,0.0,0.0,0.0,0.0,0.25,0.58414869,-0.125,0.0,0.0,0.0,0.36970475,0.0,0.0,0.0,0.0,0.0,-0.2521673,1.65518804,0.91065994,-1.0,0.0,0.3779661,0.0,0.0,0.0,0.0,0.0,-0.775,0.0,0.0,0.0,0.0,-1.0,0.0,0.45530261
1457,2013-09-11,600519.XSHG,1457,104.61,105.17,105.32,103.4,1045733440.0,5.153,105.17,['hammer'],None,0.2916666666666697,0.078124999999996,0.6302083333333341,113.363,0,0.0229163265220685,0.0223098303463178,0.0237675672374837,0.02304872969596,0.33594744,-0.18541051,0.0,-0.55555556,-0.00337689,0.116704,-0.08333333,-0.99788046,-0.95,0.94107673,0.00617893,-0.95,-0.22488343,0.08390419,0.0,-0.19139466,-0.15494494,-0.99576092,-1.01738025,-0.38624496,1.0,-1.26978374,0.0,-2.3,0.03136922,-0.88083033,1.0,-0.00025097,0.65180161,0.03362792,0.00763035,0.00777295,0.28995337,0.40356083,0.08239746,3.11920591,0.32132259,-0.37481161,-0.69262937,0.13173381,-0.14355747,0.00466299,0.09375,-0.61003573,0.0,1.0,-0.06388964,0.0,1.0,0.0,1.0,-0.01579483,-4.94531496,-0.8998831,0.16999723,-0.02940854,-5.06698556,0.0,0.0,-0.00139198,0.0,-1.0,0.0,-1.0,-1.0,-0.83631079,0.0,0.0,0.0,0.0,0.25,0.10130325,-0.79674099,0.0,0.0,0.0,0.58426005,0.0,0.0,0.0,0.0,0.0,-0.29977846,0.12154525,0.84247556,-1.0,0.0,0.39381094,0.0,0.0,0.0,0.0,0.0,-0.89868588,0.0,0.0,0.0,0.0,-1.0,0.0,0.29485796
1458,2013-09-12,600519.XSHG,1458,105.21,104.59,105.61,104.24,725740672.0,5.153,104.59,[],None,0.4525547445255389,0.2919708029197112,0.2554744525547499,112.476,0,0.0231675102252699,0.0224294209341262,0.0241339602725266,0.0228071636817992,0.12839559,-0.1814831,0.0,-0.55555556,-0.00323957,-0.14601019,-1.0,-0.99872666,0.84,0.98599321,0.27656296,-0.84,-0.22665535,-0.06525838,0.0,-0.18060272,-0.00092591,-0.16893039,-1.01867572,-0.60942179,-1.0,-0.4313095,0.0,-1.46,0.98726655,-0.88083033,1.0,0.00081749,0.24711375,0.08253897,0.04350594,0.00866883,0.73429542,0.59337861,0.36621094,3.81391009,1.2086163,-0.10742305,-0.73201103,-0.13171703,0.12853369,0.97750424,0.1,-0.05561167,0.0,1.0,-0.98080857,0.0,1.0,0.0,1.0,-0.02902207,2.64806129,-0.26914883,0.27598013,-0.0003178,1.75657971,0.0,0.0,-0.00033642,0.0,0.0,0.0,-1.0,0.0,-0.78268877,0.0,0.0,0.0,0.0,0.33333333,1.12034522,-0.98241098,0.0,0.0,0.0,0.73282117,0.0,0.0,0.0,0.0,0.0,0.31768217,0.31416525,0.93493404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.94482173,0.0,0.0,0.0,0.0,-1.0,0.0,-0.45203415
1459,2013-09-13,600519.XSHG,1459,104.57,104.79,106.49,104.54,1044001984.0,5.153,104.79,['inverse hammer'],None,0.1128205128205201,0.871794871794871,0.0153846153846087,111.70449999999998,0,0.0228995809418551,0.0227923165109239,0.024264814927899,0.0228904623073719,-0.04290569,-0.17407499,0.0,-0.55555556,-0.00032772,-0.88772733,0.05,-0.99575191,-0.29,0.1440102,0.85924174,-0.29,-0.21261682,-0.46875322,0.0,-0.15484282,-0.46750793,-0.74468989,1.02081563,-0.0037879,1.0,0.89029587,0.0,-1.75,0.01231946,-0.88083033,1.0,0.00124712,0.83271028,0.06618553,0.09005947,0.00804441,0.48683093,0.10450297,0.18566895,4.22164051,0.36278675,-0.33457783,-0.48308777,-0.8883239,0.10205001,1.0,0.2625,-0.41506199,0.0,1.0,-0.99218739,0.0,1.0,0.0,1.0,-0.04328972,-437.35135135,-0.12932914,0.07983377,-0.02498432,5.01358852,0.0,0.0,0.00025341,0.0,0.0,0.0,-1.0,0.0,-1.97278912,0.0,0.0,0.0,0.0,0.4,1.55208994,-0.99271324,0.0,0.0,0.0,0.85714286,0.0,0.0,0.0,0.0,0.0,1.54106597,0.476319,0.99047854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.97451147,0.0,0.0,0.0,0.0,-1.0,0.0,0.11656658
1460,2013-09-16,600519.XSHG,1460,105.21,103.16,105.21,103.12,889024064.0,5.153,103.16,['bearish engulfing'],None,0.9808612440191424,0.0,0.0191387559808575,110.825,0,0.0231675102252699,0.0222644683992181,0.0236454362258027,0.0222115785089546,-0.20730671,0.2986877,0.0,-0.55555556,-0.00041037,0.01960357,0.11666667,-1.0,2.37,0.99957519,1.23710415,-2.37,-0.17247239,0.00383077,0.0,-0.12595582,-5.417e-05,-0.00042481,1.01614274,-0.00396355,1.0,0.1926732,0.0,0.0,0.99915038,-0.67082039,1.0,0.00115129,0.43589635,0.18668747,1.0,0.01174871,0.88615123,0.61597281,0.55541992,3.44294116,1.20773152,-0.00298548,-0.45972473,-0.30134801,0.100878,1.0,0.225,-0.60287292,0.0,-1.0,-0.88064606,0.0,2.37,0.0,2.37,-0.0221062,49.07142857,-0.02184652,0.55533803,-0.00222619,7.56196716,0.0,0.0,0.00022857,0.0,0.0,0.0,0.0,-1.0,-1.96215986,0.0,0.0,0.0,0.0,0.75,0.39979448,-0.94978541,0.0,0.0,0.0,0.57069628,0.0,0.0,0.0,0.0,0.0,1.26768731,4.82137984,0.93363923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.78122345,0.0,0.0,0.0,0.0,-1.0,0.0,-0.97987463
1461,2013-09-17,600519.XSHG,1461,102.71,97.4,102.85,96.86,1571781632.0,5.153,97.4,[],None,0.8864774624373944,0.0233722871452421,0.0901502504173634,109.71099999999998,0,0.022120911461931,0.0212912484432604,0.0209149357503642,0.0198125780924614,-0.40831919,0.74354203,0.0,-0.55555556,-1.44e-06,0.41040225,0.73333333,-0.99872666,8.35,1.0,1.86587436,8.35,-0.20904075,0.04964543,0.0,-0.13433786,-0.00018511,-0.00042445,1.01315789,0.0,1.0,1.64049834,0.0,0.0,1.0,-0.49009803,1.0,0.00198034,1.18387097,0.16725521,1.0,0.01994899,0.96264856,0.83064516,0.82397461,3.56285315,1.14692144,-0.00577221,-0.79900143,0.32879341,0.66632026,1.0,0.53125,0.71852098,0.0,-1.0,-9.356e-05,0.0,8.35,0.0,8.35,0.49994058,7.1,-0.11852988,0.16898518,-0.00334118,17.85816264,0.0,0.0,0.00016502,1.0,-1.0,0.0,0.0,0.0,-1.00468883,0.0,0.0,0.0,0.0,1.0,0.5809783,-0.8125,0.0,0.0,0.0,0.25737495,0.0,0.0,0.0,0.0,0.0,5.36023058,75403577.0724667,0.94919815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08106961,1.0,0.0,0.0,0.0,0.0,0.0,-0.885974
1462,2013-09-18,600519.XSHG,1462,97.2,97.82,98.15,96.16,949223040.0,5.153,97.82,['hammer'],None,0.3115577889447173,0.1658291457286487,0.5226130653266339,108.581,0,0.019814207787532,0.0193530561580905,0.0206096082211618,0.019987505206164,-0.20182513,0.60827089,0.0,-0.55555556,-0.00042211,0.18795852,0.73333333,-0.99278132,-0.6,0.04458599,0.7333236,0.6,-0.21868365,0.07813647,0.0,-0.15881104,-0.13498795,-0.99532909,1.00721868,-7.46e-06,1.0,1.04402318,0.0,-0.6,0.02505308,0.14002801,1.0,-0.00131128,1.4,0.19455727,1.0,0.01798005,0.54626486,0.03906582,0.19775391,3.87937725,0.05774804,-0.0799984,-0.51964786,0.21050816,-0.07389774,0.00594228,0.375,0.59503451,0.0,-1.0,-1.639e-05,0.0,-0.6,0.0,-0.6,0.31709554,-2.40824742,-0.80723938,-0.01786909,-0.63436569,-6.26702587,0.0,0.0,-0.00101913,1.0,-1.0,0.0,0.0,0.0,-0.16751991,0.0,0.0,0.0,0.0,1.0,0.62871971,-0.875,0.0,0.0,0.0,0.10830479,0.0,0.0,0.0,0.0,0.0,-6.88441305,6760829753.91957,0.9045321,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1311545,0.0,0.0,0.0,0.0,-1.0,0.0,0.31239153
1463,2013-09-23,600519.XSHG,1463,97.88,97.07,97.89,96.54,921212160.0,5.153,97.07,['bearish engulfing'],None,0.6000000000000042,0.0074074074074112,0.3925925925925845,107.4,0,0.0200988826511602,0.0192458370104002,0.0207753574513002,0.0196751353602665,-0.41967701,-0.41989663,0.0,-0.55555556,-1.788e-05,0.17635626,0.76666667,-0.99234694,1.09,0.99150021,0.68492603,-1.09,-0.21683673,0.05466144,0.0,-0.15561224,-1.88e-06,-0.97576531,1.00509987,-0.07893511,1.0,0.22597732,0.0,0.0,0.99957501,0.13176157,1.0,-0.00050085,1.2,0.25671602,0.99957483,0.01622988,0.96302592,0.93452381,0.44219971,3.86856527,1.04166703,-0.00019868,-0.2371728,0.18741998,0.18421756,0.95835104,0.2625,0.26451047,0.0,-1.0,-1.637e-05,0.0,1.09,0.0,1.09,0.34567956,0.3501032,-0.40635002,-0.2006555,-0.00051584,0.2168081,0.0,0.0,0.00027693,1.0,-1.0,0.0,0.0,-1.0,-0.33376105,0.0,0.0,0.0,0.0,1.0,0.45345537,-0.75,0.0,0.0,0.0,0.01844702,0.0,0.0,0.0,0.0,0.0,1.09510286,68462656.8006761,0.92501999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01317467,0.0,0.0,0.0,0.0,-1.0,0.0,-0.60481804
1464,2013-09-24,600519.XSHG,1464,97.2,94.3,98.07,94.23,1371542656.0,5.153,94.3,[],None,0.7552083333333369,0.2265624999999981,0.0182291666666649,106.1525,0,0.019814207787532,0.0193200656511088,0.0197677766049323,0.0185214493960849,-0.29550276,-0.46984857,0.0,-0.55555556,-1.8e-07,0.38936791,0.85,-0.96859083,4.01,0.9987272,0.25241073,4.01,-0.20958846,0.26095583,0.0,-0.14637251,-0.00017782,-0.00169707,1.00593975,-0.01296631,1.0,0.08434897,0.0,0.0,0.99957573,-0.08006408,1.0,0.00137077,2.0,0.26471338,0.9991511,0.01785776,0.96945269,0.98090793,0.7699585,4.44210071,1.0662141,-0.00158997,-0.22928253,0.38628731,0.65908775,1.0,0.7,0.17536834,0.0,-1.0,0.00017238,0.0,4.01,0.0,4.01,0.72917777,54.06728972,-0.02092138,-0.44253656,-0.00453069,18.12727165,0.0,0.0,0.00019402,1.0,-1.0,0.0,0.0,0.0,-0.50042644,0.0,0.0,0.0,0.0,1.0,0.22781515,-0.625,0.0,0.0,0.0,0.00342906,0.0,0.0,0.0,0.0,0.0,10.06731823,40.31463809,0.95524875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1807447,1.0,0.0,0.0,0.0,-1.0,0.0,-0.75525985
1465,2013-09-25,600519.XSHG,1465,94.13,93.17,94.78,91.7,943851520.0,5.153,93.17,['three black crows'],None,0.3116883116883098,0.211038961038963,0.4772727272727272,104.816,0,0.0185289845061519,0.0179633310514899,0.0186642356779579,0.0180508121615993,-0.45006375,-0.27574538,0.0,-0.55555556,-0.00013889,0.30180212,-1.0,-0.00085034,1.64,0.99065023,0.61419977,-1.64,-0.18359541,0.14089232,0.0,-0.14194645,-0.00618926,-0.98470038,1.00467488,-1.1e-07,1.0,-0.30733387,0.0,0.0,0.99532512,-0.2941742,1.0,-0.00056252,1.8,0.28596733,0.99957483,0.01812236,0.58138547,0.94560136,0.54748535,4.18364226,1.07862303,-0.03891208,-0.48183387,0.30126738,-0.00212414,0.67360816,0.2,-0.86428632,0.0,-1.0,-2.722e-05,0.0,1.64,0.0,1.64,0.57885848,0.92462678,-0.50275149,-0.17926635,-0.00731657,1.16591918,0.0,0.0,-0.00091911,1.0,-1.0,0.0,0.0,-1.0,-0.66709311,0.0,0.0,0.0,0.0,0.75,0.13026808,-0.625,0.0,0.0,0.0,0.00642949,0.0,0.0,0.0,0.0,0.0,0.07444464,5.84956866,0.85522074,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26238956,1.0,0.0,0.0,0.0,-1.0,0.0,-0.31019862
1466,2013-09-26,600519.XSHG,1466,92.37,93.35,93.9,92.37,638421056.0,5.153,93.35,[],None,0.6405228758169863,0.3594771241830137,0.0,103.5155,0,0.0177921789767613,0.0176004354746921,0.0189564777416231,0.0181257809246147,-0.47854715,0.3440527,0.0,-0.55555556,-0.00041615,-0.03501246,-1.0,-0.00552486,-0.26,0.07391674,0.22652796,0.26,-0.23322005,-0.03295991,0.0,-0.18203059,-0.04368688,-0.99660153,1.00594732,-3.15e-06,1.0,-1.43905611,0.0,-0.26,0.01996602,-0.68640647,1.0,-0.00084879,1.99957501,0.10962549,0.99915038,0.01454458,0.12871708,0.16525064,0.17120361,4.17845435,0.13084112,-0.40048934,-0.77423315,-0.01120321,-0.07355394,0.02081563,0.05,-0.86805043,0.0,-1.0,-0.00018452,0.0,-0.26,0.0,-0.26,0.07381818,0.48166822,-0.60679964,0.71194928,-0.69331689,-4.682208,0.0,0.0,-0.00147021,1.0,-1.0,0.0,0.0,-1.0,-0.83375977,0.0,0.0,0.0,0.0,0.25,0.0,-0.625,0.0,0.0,0.0,0.00642123,0.0,0.0,0.0,0.0,0.0,-5.2201748,6.45064309,0.36961343,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4188628,1.0,0.0,0.0,0.0,-1.0,0.0,0.63935164
1467,2013-09-27,600519.XSHG,1467,93.4,92.41,93.86,92.23,465617856.0,5.153,92.41,['dark cloud cover'],None,0.6073619631901913,0.2822085889570521,0.1104294478527565,102.28,0,0.0182233776672569,0.0175839402212013,0.0188954122357826,0.0177342773844231,0.325,0.12232089,0.0,-0.55555556,-9.52e-06,-0.22785071,-1.0,-0.00211954,1.36,0.99449153,0.16591066,-1.36,-0.26652542,-0.16200572,0.0,-0.19131356,-0.00032892,-0.46991525,1.00635593,-0.11527614,-1.0,-1.05927763,0.0,0.0,0.99364407,-0.77174363,1.0,-3.168e-05,1.99915254,0.11293463,0.99152542,0.01380236,0.77669492,0.86652542,0.28198242,4.06315721,1.07584746,-0.02450589,-0.54306533,-0.21883448,0.55064757,0.9779661,0.03125,-0.87655655,0.0,1.0,-0.00065696,0.0,1.0,0.0,1.0,0.04008814,4.9508547,-0.12013113,0.5940828,-0.00382792,10.09041966,0.0,0.0,-5.701e-05,1.0,-1.0,0.0,0.0,-1.0,-1.00042535,0.0,0.0,0.0,0.0,0.75,0.0,-0.5,0.0,0.0,0.0,0.01197605,0.0,0.0,0.0,0.0,0.0,5.16740653,6.97166439,0.33504166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18813559,0.0,0.0,0.0,0.0,-1.0,0.0,-0.60312105
1468,2013-09-30,600519.XSHG,1468,92.32,93.71,93.96,92.04,681360320.0,5.153,93.71,"['bullish engulfing', 'piercing line']",None,0.7239583333333384,0.1302083333333341,0.1458333333333275,101.1585,0,0.0177712470014945,0.0176251783549283,0.0188125376207134,0.0182757184506455,0.28414376,-0.09308666,0.0,-0.55555556,-0.00041979,-0.46662022,-1.0,-0.00338409,-1.88,0.01649049,0.40885536,-1.88,-0.27145877,-0.29457251,0.0,-0.18054968,-0.33379784,-0.99281184,1.00676533,-7.498e-05,-1.0,-0.88903415,0.0,-1.88,0.01268499,-0.77174363,1.0,-0.0013043,1.2,0.05648711,0.08160677,0.01065653,0.30613108,0.04820296,0.0,3.14968348,0.07991543,-0.29841335,-0.56768959,-0.44478248,-0.12028956,0.00761099,0.01875,-0.75200407,0.0,-1.88,-0.00016759,0.0,-1.88,0.0,-1.88,0.11179027,-6.49575609,-0.80512661,0.63331965,-0.95842202,-33.09509642,0.0,0.0,-0.00131433,0.0,-1.0,0.0,-1.0,0.0,-1.00042553,0.0,0.0,0.0,0.0,0.5,0.02042778,-0.4375,0.0,0.0,0.0,0.00852878,0.0,0.0,0.0,0.0,0.0,-0.89695047,1.21155354,0.20868584,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.72811839,0.0,0.0,0.0,0.0,-1.0,0.0,0.72017198
1469,2013-10-08,600519.XSHG,1469,93.59,94.21,94.72,92.5,773294144.0,5.153,94.21,[],None,0.2792792792792751,0.2297297297297321,0.4909909909909928,100.0515,0,0.0183029191732707,0.0179385881712537,0.0190131814256178,0.0184839650145772,0.17279256,0.22888409,0.0,-0.55555556,-0.00083281,-0.53749911,-1.0,-0.02535926,-0.73,0.06421631,0.75976268,-0.73,-0.24102239,-0.09128629,0.0,-0.17258133,-0.00472351,-0.96070976,1.00591466,-0.00287421,-1.0,-0.89112954,0.0,-2.61,0.02027883,-0.79056942,1.0,-0.00016733,1.41115336,0.10311876,0.08998733,0.00870902,0.72074356,0.16906171,0.05102539,3.31222628,0.12927757,-0.08170595,-0.3815245,-0.54739484,-0.19682031,0.01478665,0.025,-0.48777137,0.0,-0.73,-0.00396562,0.0,-0.73,0.0,-0.73,0.09577017,-49.20564516,-0.74720509,0.60477619,-0.04981214,-33.44595321,0.0,0.0,-0.00095972,0.0,-1.0,0.0,-1.0,-1.0,-1.00042571,0.0,0.0,0.0,0.0,0.4,0.00990104,-0.25,0.0,0.0,0.0,0.22630231,0.0,0.0,0.0,0.0,0.0,-3.07654656,0.92547064,0.37230067,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.85466836,0.0,0.0,0.0,0.0,-1.0,0.0,0.28340081
1470,2013-10-09,600519.XSHG,1470,94.16,94.43,94.72,93.61,557664512.0,5.153,94.43,[],None,0.2432432432432525,0.2612612612612542,0.4954954954954932,99.537,0,0.0185415436913119,0.0179385881712537,0.0194973436504959,0.0185755935027072,0.19043589,0.06550331,0.0,-0.55555556,-0.00443643,-0.83444808,-1.0,-0.96359018,-0.32,0.12060939,0.00947317,0.32,-0.21117224,-0.49261747,0.0,-0.15129073,-0.00725282,-0.91832416,1.00550148,-0.01043866,-1.0,0.37642654,0.0,-2.93,0.0694033,-0.79056942,1.0,-0.00089012,0.89606433,0.03744333,0.02454507,0.00786938,0.69826492,0.35548032,0.11108398,3.20805581,0.25349132,-0.1109917,-0.7331693,-0.86699452,-0.03445471,0.04739738,0.0125,0.15056898,0.0,1.0,-0.91749701,0.0,1.0,0.0,1.0,-0.00279306,-9.65546218,-0.73322311,0.00681232,-0.05047934,-7.01816718,0.0,0.0,-0.00083126,0.0,-1.0,0.0,-1.0,-1.0,-0.83588544,0.0,0.0,0.0,0.0,0.26666667,0.01206353,-0.91323024,0.0,0.0,0.0,0.60992301,0.0,0.0,0.0,0.0,0.0,-3.99643809,0.92262679,0.69630636,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.89081676,0.0,0.0,0.0,0.0,-1.0,0.0,0.24359775
1471,2013-10-10,600519.XSHG,1471,94.44,94.47,94.7,93.92,397207808.0,5.153,94.47,['doji'],None,0.0384615384615398,0.2948717948717995,0.6666666666666606,99.033,0,0.0186587627528059,0.0179303405445083,0.0196325601277141,0.0185922532278217,0.3660186,0.18185355,0.0,-0.55555556,-0.2397518,-0.62188191,-1.0,-0.99957717,-0.05,0.34742181,0.0015177,0.05,-0.19632291,-0.36876598,0.0,-0.16103128,-0.00739105,-0.95857988,-1.00591716,-0.06537527,-1.0,0.5821047,0.0,-2.98,0.13271344,-0.79056942,1.0,-0.00074211,0.69594252,0.01354807,0.07776839,0.00765883,0.30853762,0.65384615,0.1071167,3.03195314,0.37235841,-0.42738376,-0.60754675,-0.72255362,0.06027963,0.02240068,0.00625,0.46248748,0.0,-1.0,-0.92451744,0.0,-0.05,0.0,-0.05,-0.00143702,0.23037975,-0.69809533,-0.044253,-0.11224954,-4.95297347,0.0,0.0,-0.00137478,0.0,0.0,0.0,-1.0,-1.0,-0.81783439,0.0,0.0,0.0,0.0,0.25,0.05692295,-0.95585084,0.0,0.0,0.0,0.80469083,0.0,0.0,0.0,0.0,0.0,-1.9775783,0.858255,0.76019352,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.90152156,0.0,0.0,0.0,0.0,-1.0,0.0,0.03536693
1472,2013-10-11,600519.XSHG,1472,93.27,94.8,95.01,93.27,499830912.0,5.153,94.8,[],None,0.8793103448275823,0.1206896551724177,0.0,98.5305,0,0.0181689545315633,0.018058178759062,0.0193490417077404,0.0187296959600166,0.26700465,-0.04514297,0.0,-0.55555556,-0.01154945,-0.62688697,-1.0,-1.0,0.48,0.96408956,0.00849164,-0.48,-0.1930714,-0.30192275,0.0,-0.16434305,-0.08748064,-0.99535277,-1.00464723,-4e-08,-1.0,1.22791713,0.0,-3.46,0.06506126,-0.73514704,1.0,-0.00116528,0.42999578,0.01156679,0.09928179,0.00768924,0.30713984,0.49281791,0.046875,2.33754918,0.07393325,-0.41400718,-0.22962153,-0.72003474,-0.54776721,0.02408112,0.01875,0.71268333,0.0,-1.0,-0.96563473,0.0,-0.48,0.0,-0.48,-0.00295733,-1.42614983,-0.80889494,-0.08500393,-0.08052205,-13.33347518,0.0,0.0,-0.00099903,0.0,0.0,0.0,-1.0,0.0,-1.38761662,0.0,0.0,0.0,0.0,0.25,0.4034144,-0.96454507,0.0,0.0,0.0,0.62233589,0.0,0.0,0.0,0.0,0.0,-0.31447016,0.92215366,0.668513,0.0,0.0,0.39459231,0.0,0.0,0.0,0.0,0.0,-0.9235319,0.0,0.0,0.0,0.0,-1.0,0.0,0.87712367
1473,2013-10-14,600519.XSHG,1473,95.09,96.27,96.32,94.66,767129536.0,5.153,96.27,[],None,0.7108433734939729,0.0301204819277091,0.2590361445783179,98.1645,0,0.018930878431274,0.018598398310886,0.0199553349442995,0.0193419408579758,0.24025424,-0.02111073,0.0,-0.55555556,-0.93230753,-0.66430252,-1.0,-1.0,2.13,0.99533898,0.0098569,-2.13,-0.17711864,-0.46247841,0.0,-0.15550847,-0.6444158,-0.98050847,-1.00720339,-0.92735636,-1.0,0.44806627,0.0,-5.59,0.06610169,-0.5573704,1.0,-0.0012337,0.62966102,0.0118666,0.01398233,0.0064558,0.38347458,0.01101695,0.0,2.66880845,0.1190678,-0.48963804,-0.2099763,-0.72942916,-0.26494496,0.00932203,0.0625,-0.05831943,0.0,-1.0,-0.98019161,0.0,-2.13,0.0,-2.13,-0.01388136,-54.56566524,-0.90937435,0.02056173,-0.22211721,-24.16685132,0.0,0.0,-0.00070359,0.0,0.0,0.0,-1.0,-1.0,-1.63263859,0.0,0.0,0.0,0.0,0.25,1.37681366,-0.97735043,0.0,0.0,0.0,0.72727273,0.0,0.0,0.0,0.0,0.0,-0.15740173,0.858255,0.91342316,-1.0,0.0,0.39957627,0.0,0.0,0.0,0.0,0.0,-0.96991525,0.0,0.0,0.0,0.0,-1.0,0.0,0.70510162
